Üniversite,Program Adı Öğretim Süresi,Şehir,2021,Bölüm
KARADENİZ TEKNİK ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Ekonometri (4 Yıllık),TRABZON,Dolmadı,EA
KARADENİZ TEKNİK ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (KKTC Uyruklu) (4 Yıllık),TRABZON,Dolmadı,EA
KARADENİZ TEKNİK ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),TRABZON,Dolmadı,EA
KARADENİZ TEKNİK ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),TRABZON,Dolmadı,EA
KARADENİZ TEKNİK ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (4 Yıllık),TRABZON,Dolmadı,EA
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ Uygulamalı Bilimler Yüksekokulu Akademik Kadro,Bankacılık ve Sigortacılık (Yüksekokul) (4 Yıllık),KARAMAN,Dolmadı,EA
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Felsefe (4 Yıllık),KARAMAN,Dolmadı,EA
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),KARAMAN,Dolmadı,EA
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),KARAMAN,Dolmadı,EA
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),KARAMAN,Dolmadı,EA
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (4 Yıllık),KARAMAN,Dolmadı,EA
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Uluslararası İlişkiler (4 Yıllık),KARAMAN,Dolmadı,EA
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),KARAMAN,Dolmadı,EA
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Spor Yöneticiliği (Fakülte) (4 Yıllık),KARAMAN,Dolmadı,EA
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Spor Yöneticiliği (Fakülte) (İÖ) (4 Yıllık),KARAMAN,Dolmadı,EA
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve İşletmecilik (Fakülte) (4 Yıllık),KARAMAN,Dolmadı,EA
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ Uygulamalı Bilimler Yüksekokulu Akademik Kadro,Uluslararası Ticaret ve Lojistik (Yüksekokul) (4 Yıllık),KARAMAN,Dolmadı,EA
KASTAMONU ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Bilgi ve Belge Yönetimi (4 Yıllık),KASTAMONU,Dolmadı,EA
KASTAMONU ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Felsefe (4 Yıllık),KASTAMONU,Dolmadı,EA
KASTAMONU ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Finans ve Bankacılık (Fakülte) (4 Yıllık),KASTAMONU,Dolmadı,EA
KASTAMONU ÜNİVERSİTESİ Sivil Havacılık Yüksekokulu Akademik Kadro,Havacılık Yönetimi (Yüksekokul) (İÖ) (4 Yıllık),KASTAMONU,Dolmadı,EA
KASTAMONU ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),KASTAMONU,Dolmadı,EA
KASTAMONU ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),KASTAMONU,Dolmadı,EA
KASTAMONU ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (4 Yıllık),KASTAMONU,Dolmadı,EA
KASTAMONU ÜNİVERSİTESİ Turizm Fakültesi Akademik Kadro,Turizm İşletmeciliği (Fakülte) (İngilizce) (4 Yıllık),KASTAMONU,Dolmadı,EA
KASTAMONU ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası İlişkiler (4 Yıllık),KASTAMONU,Dolmadı,EA
KASTAMONU ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Lojistik (Fakülte) (4 Yıllık),KASTAMONU,Dolmadı,EA
KAYSERİ ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi Akademik Kadro,İnsan Kaynakları Yönetimi (Fakülte) (4 Yıllık),KAYSERİ,Dolmadı,EA
KAYSERİ ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi Akademik Kadro,Muhasebe ve Finans Yönetimi (Fakülte) (İÖ) (4 Yıllık),KAYSERİ,Dolmadı,EA
KAYSERİ ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi Akademik Kadro,Muhasebe ve Finans Yönetimi (Fakülte) (4 Yıllık),KAYSERİ,Dolmadı,EA
KAYSERİ ÜNİVERSİTESİ Develi Sosyal ve Beşeri Bilimler Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),KAYSERİ,Dolmadı,EA
KAYSERİ ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Lojistik (Fakülte) (4 Yıllık),KAYSERİ,Dolmadı,EA
KAYSERİ ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Lojistik (Fakülte) (İÖ) (4 Yıllık),KAYSERİ,Dolmadı,EA
KIRIKKALE ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Ekonometri (4 Yıllık),KIRIKKALE,Dolmadı,EA
KIRIKKALE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Felsefe (4 Yıllık),KIRIKKALE,Dolmadı,EA
KIRIKKALE ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),KIRIKKALE,Dolmadı,EA
KIRIKKALE ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (İÖ) (4 Yıllık),KIRIKKALE,Dolmadı,EA
KIRIKKALE ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),KIRIKKALE,Dolmadı,EA
KIRIKKALE ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (İÖ) (4 Yıllık),KIRIKKALE,Dolmadı,EA
KIRIKKALE ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),KIRIKKALE,Dolmadı,EA
KIRIKKALE ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (4 Yıllık),KIRIKKALE,Dolmadı,EA
KIRIKKALE ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (İÖ) (4 Yıllık),KIRIKKALE,Dolmadı,EA
KIRIKKALE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),KIRIKKALE,Dolmadı,EA
KIRIKKALE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (İÖ) (4 Yıllık),KIRIKKALE,Dolmadı,EA
KIRIKKALE ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Spor Yöneticiliği (Fakülte) (4 Yıllık),KIRIKKALE,Dolmadı,EA
KIRIKKALE ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası İlişkiler (4 Yıllık),KIRIKKALE,Dolmadı,EA
KIRIKKALE ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası İlişkiler (İÖ) (4 Yıllık),KIRIKKALE,Dolmadı,EA
KIRKLARELİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Çalışma Ekonomisi ve Endüstri İlişkileri (4 Yıllık),KIRKLARELİ,Dolmadı,EA
KIRKLARELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Felsefe (4 Yıllık),KIRKLARELİ,Dolmadı,EA
KIRKLARELİ ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi Akademik Kadro,Finans ve Bankacılık (Fakülte) (4 Yıllık),KIRKLARELİ,Dolmadı,EA
KIRKLARELİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),KIRKLARELİ,Dolmadı,EA
KIRKLARELİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),KIRKLARELİ,Dolmadı,EA
KIRKLARELİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (4 Yıllık),KIRKLARELİ,Dolmadı,EA
KIRKLARELİ ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi Akademik Kadro,Muhasebe ve Finans Yönetimi (Fakülte) (4 Yıllık),KIRKLARELİ,Dolmadı,EA
KIRKLARELİ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),KIRKLARELİ,Dolmadı,EA
KIRKLARELİ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (İÖ) (4 Yıllık),KIRKLARELİ,Dolmadı,EA
KIRKLARELİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (4 Yıllık),KIRKLARELİ,Dolmadı,EA
KIRKLARELİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (İÖ) (4 Yıllık),KIRKLARELİ,Dolmadı,EA
KIRKLARELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),KIRKLARELİ,Dolmadı,EA
KIRKLARELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (İÖ) (4 Yıllık),KIRKLARELİ,Dolmadı,EA
KIRKLARELİ ÜNİVERSİTESİ Turizm Fakültesi Akademik Kadro,Turizm İşletmeciliği (Fakülte) (4 Yıllık),KIRKLARELİ,Dolmadı,EA
KIRKLARELİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası İlişkiler (4 Yıllık),KIRKLARELİ,Dolmadı,EA
KIRKLARELİ ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Lojistik (Fakülte) (4 Yıllık),KIRKLARELİ,Dolmadı,EA
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Antropoloji (4 Yıllık),KIRŞEHİR,Dolmadı,EA
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Arkeoloji (4 Yıllık),KIRŞEHİR,Dolmadı,EA
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Felsefe (4 Yıllık),KIRŞEHİR,Dolmadı,EA
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),KIRŞEHİR,Dolmadı,EA
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),KIRŞEHİR,Dolmadı,EA
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (4 Yıllık),KIRŞEHİR,Dolmadı,EA
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (4 Yıllık),KIRŞEHİR,Dolmadı,EA
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),KIRŞEHİR,Dolmadı,EA
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası İlişkiler (4 Yıllık),KIRŞEHİR,Dolmadı,EA
KİLİS 7 ARALIK ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Felsefe (4 Yıllık),KİLİS,Dolmadı,EA
KİLİS 7 ARALIK ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),KİLİS,Dolmadı,EA
KİLİS 7 ARALIK ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),KİLİS,Dolmadı,EA
KİLİS 7 ARALIK ÜNİVERSİTESİ Yusuf Şerefoğlu Sağlık Bilimleri Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),KİLİS,Dolmadı,EA
KİLİS 7 ARALIK ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (4 Yıllık),KİLİS,Dolmadı,EA
KİLİS 7 ARALIK ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),KİLİS,Dolmadı,EA
KİLİS 7 ARALIK ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Lojistik (Fakülte) (4 Yıllık),KİLİS,Dolmadı,EA
KOCAELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Arkeoloji (4 Yıllık),KOCAELİ,Dolmadı,EA
KOCAELİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Çalışma Ekonomisi ve Endüstri İlişkileri (İÖ) (4 Yıllık),KOCAELİ,Dolmadı,EA
KOCAELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Felsefe (4 Yıllık),KOCAELİ,Dolmadı,EA
KOCAELİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (İÖ) (4 Yıllık),KOCAELİ,Dolmadı,EA
KOCAELİ ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Rekreasyon (Fakülte) (4 Yıllık),KOCAELİ,Dolmadı,EA
KOCAELİ ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Rekreasyon (Fakülte) (İÖ) (4 Yıllık),KOCAELİ,Dolmadı,EA
KOCAELİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (İÖ) (4 Yıllık),KOCAELİ,Dolmadı,EA
KOCAELİ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sosyal Hizmet (Fakülte) (KKTC Uyruklu) (4 Yıllık),KOCAELİ,Dolmadı,EA
KOCAELİ ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Spor Yöneticiliği (Fakülte) (İÖ) (4 Yıllık),KOCAELİ,Dolmadı,EA
KOCAELİ ÜNİVERSİTESİ Turizm Fakültesi Akademik Kadro,Turizm İşletmeciliği (Fakülte) (4 Yıllık),KOCAELİ,Dolmadı,EA
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Arkeoloji (4 Yıllık),KÜTAHYA,Dolmadı,EA
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Ekonometri (4 Yıllık),KÜTAHYA,Dolmadı,EA
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ Kütahya Uygulamalı Bilimler Fakültesi Akademik Kadro,Finans ve Bankacılık (Fakülte) (4 Yıllık),KÜTAHYA,Dolmadı,EA
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),KÜTAHYA,Dolmadı,EA
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),KÜTAHYA,Dolmadı,EA
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (İngilizce) (4 Yıllık),KÜTAHYA,Dolmadı,EA
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Kamu Yönetimi (4 Yıllık),KÜTAHYA,Dolmadı,EA
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Kamu Yönetimi (İÖ) (4 Yıllık),KÜTAHYA,Dolmadı,EA
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (4 Yıllık),KÜTAHYA,Dolmadı,EA
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (İÖ) (4 Yıllık),KÜTAHYA,Dolmadı,EA
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ Kütahya Uygulamalı Bilimler Fakültesi Akademik Kadro,Muhasebe ve Finans Yönetimi (Fakülte) (KKTC Uyruklu) (4 Yıllık),KÜTAHYA,Dolmadı,EA
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ Kütahya Uygulamalı Bilimler Fakültesi Akademik Kadro,Muhasebe ve Finans Yönetimi (Fakülte) (4 Yıllık),KÜTAHYA,Dolmadı,EA
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ Kütahya Uygulamalı Bilimler Fakültesi Akademik Kadro,Sigortacılık ve Risk Yönetimi (4 Yıllık),KÜTAHYA,Dolmadı,EA
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Uluslararası İlişkiler (4 Yıllık),KÜTAHYA,Dolmadı,EA
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Uluslararası İlişkiler (İÖ) (4 Yıllık),KÜTAHYA,Dolmadı,EA
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (İÖ) (4 Yıllık),KÜTAHYA,Dolmadı,EA
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),KÜTAHYA,Dolmadı,EA
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ Tavşanlı Uygulamalı Bilimler Fakültesi Akademik Kadro,Turizm İşletmeciliği (Fakülte) (4 Yıllık),KÜTAHYA,Dolmadı,EA
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Finansman (4 Yıllık),KÜTAHYA,Dolmadı,EA
KÜTAHYA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),KÜTAHYA,Dolmadı,EA
MALATYA TURGUT ÖZAL ÜNİVERSİTESİ Sosyal ve Beşeri Bilimler Fakültesi Akademik Kadro,Muhasebe ve Finans Yönetimi (Fakülte) (4 Yıllık),MALATYA,Dolmadı,EA
MALATYA TURGUT ÖZAL ÜNİVERSİTESİ Sosyal ve Beşeri Bilimler Fakültesi Akademik Kadro,Turizm İşletmeciliği (Fakülte) (4 Yıllık),MALATYA,Dolmadı,EA
MALATYA TURGUT ÖZAL ÜNİVERSİTESİ Sosyal ve Beşeri Bilimler Fakültesi Akademik Kadro,Uluslararası İşletme Yönetimi (4 Yıllık),MALATYA,Dolmadı,EA
MALATYA TURGUT ÖZAL ÜNİVERSİTESİ Sosyal ve Beşeri Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Finansman (4 Yıllık),MALATYA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Arkeoloji (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Çalışma Ekonomisi ve Endüstri İlişkileri (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Çalışma Ekonomisi ve Endüstri İlişkileri (İÖ) (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Ekonometri (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ İşletme Fakültesi Akademik Kadro,Ekonomi ve Finans (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ İşletme Fakültesi Akademik Kadro,Ekonomi ve Finans (KKTC Uyruklu) (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Felsefe (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi Akademik Kadro,Finans ve Bankacılık (Fakülte) (İÖ) (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi Akademik Kadro,Finans ve Bankacılık (Fakülte) (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (İÖ) (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Salihli İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (İÖ) (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Salihli İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Kamu Yönetimi (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Kamu Yönetimi (İÖ) (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Kamu Yönetimi (Uzaktan Öğretim) (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Salihli İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (İÖ) (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Uluslararası İlişkiler (İngilizce) (İÖ) (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),MANİSA,Dolmadı,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Finansman (4 Yıllık),MANİSA,Dolmadı,EA
MARDİN ARTUKLU ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Antropoloji (4 Yıllık),MARDİN,Dolmadı,EA
MARDİN ARTUKLU ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Arkeoloji (4 Yıllık),MARDİN,Dolmadı,EA
MARDİN ARTUKLU ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Felsefe (4 Yıllık),MARDİN,Dolmadı,EA
MARDİN ARTUKLU ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),MARDİN,Dolmadı,EA
MARDİN ARTUKLU ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),MARDİN,Dolmadı,EA
MARDİN ARTUKLU ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Uluslararası İlişkiler (4 Yıllık),MARDİN,Dolmadı,EA
MARDİN ARTUKLU ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),MARDİN,Dolmadı,EA
MARDİN ARTUKLU ÜNİVERSİTESİ Turizm Fakültesi Akademik Kadro,Turizm İşletmeciliği (Fakülte) (4 Yıllık),MARDİN,Dolmadı,EA
MARMARA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Bilgi ve Belge Yönetimi (KKTC Uyruklu) (4 Yıllık),İSTANBUL,Dolmadı,EA
MERSİN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Arkeoloji (4 Yıllık),MERSİN,Dolmadı,EA
