Üniversite  ,Program Adı Öğretim Süresi,Şehir,2021,Bölüm
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Mühendislik-Mimarlık Fakültesi  ,Makine Mühendisliği (4 Yıllık),BURDUR,Dolmadı,SAY
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Mühendislik-Mimarlık Fakültesi  ,Mimarlık (4 Yıllık),BURDUR,Dolmadı,SAY
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Nanobilim ve Nanoteknoloji (4 Yıllık),BURDUR,Dolmadı,SAY
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Mühendislik-Mimarlık Fakültesi  ,Peyzaj Mimarlığı (4 Yıllık),BURDUR,Dolmadı,SAY
BURSA TEKNİK ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Çevre Mühendisliği (4 Yıllık),BURSA,Dolmadı,SAY
BURSA TEKNİK ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Fizik (4 Yıllık),BURSA,Dolmadı,SAY
BURSA TEKNİK ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Kimya Mühendisliği (KKTC Uyruklu) (4 Yıllık),BURSA,Dolmadı,SAY
BURSA TEKNİK ÜNİVERSİTESİ Orman Fakültesi  ,Orman Endüstrisi Mühendisliği (4 Yıllık),BURSA,Dolmadı,SAY
BURSA TEKNİK ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Polimer Malzeme Mühendisliği (4 Yıllık),BURSA,Dolmadı,SAY
BURSA TEKNİK ÜNİVERSİTESİ Mimarlık ve Tasarım Fakültesi  ,Şehir ve Bölge Planlama (4 Yıllık),BURSA,Dolmadı,SAY
BURSA ULUDAĞ ÜNİVERSİTESİ Eğitim Fakültesi  ,Bilgisayar ve Öğretim Teknolojileri Öğretmenliği (4 Yıllık),BURSA,Dolmadı,SAY
BURSA ULUDAĞ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Çevre Mühendisliği (4 Yıllık),BURSA,Dolmadı,SAY
BURSA ULUDAĞ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Fizik (4 Yıllık),BURSA,Dolmadı,SAY
BURSA ULUDAĞ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Moleküler Biyoloji ve Genetik (KKTC Uyruklu) (4 Yıllık),BURSA,Dolmadı,SAY
BURSA ULUDAĞ ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarla Bitkileri (4 Yıllık),BURSA,Dolmadı,SAY
BURSA ULUDAĞ ÜNİVERSİTESİ Tıp Fakültesi (KKTC Uyruklu)  ,Tıp (KKTC Uyruklu) (6 Yıllık),BURSA,Dolmadı,SAY
BURSA ULUDAĞ ÜNİVERSİTESİ Ziraat Fakültesi  ,Toprak Bilimi ve Bitki Besleme (4 Yıllık),BURSA,Dolmadı,SAY
BURSA ULUDAĞ ÜNİVERSİTESİ Ziraat Fakültesi  ,Zootekni (4 Yıllık),BURSA,Dolmadı,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Acil Yardım ve Afet Yönetimi (Fakülte) (KKTC Uyruklu) (4 Yıllık),ÇANAKKALE,Dolmadı,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Ziraat Fakültesi  ,Bahçe Bitkileri (4 Yıllık),ÇANAKKALE,Dolmadı,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Mühendislik Fakültesi  ,Çevre Mühendisliği (İngilizce) (4 Yıllık),ÇANAKKALE,Dolmadı,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Fen ve Edebiyat Fakültesi  ,Fizik (4 Yıllık),ÇANAKKALE,Dolmadı,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Çanakkale Uygulamalı Bilimler Fakültesi  ,Gıda Teknolojisi (Fakülte) (4 Yıllık),ÇANAKKALE,Dolmadı,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Mühendislik Fakültesi  ,Harita Mühendisliği (4 Yıllık),ÇANAKKALE,Dolmadı,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Çan Uygulamalı Bilimler Yüksekokulu  ,İş Sağlığı ve Güvenliği (Yüksekokul) (KKTC Uyruklu) (4 Yıllık),ÇANAKKALE,Dolmadı,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Çan Uygulamalı Bilimler Yüksekokulu  ,İş Sağlığı ve Güvenliği (Yüksekokul) (4 Yıllık),ÇANAKKALE,Dolmadı,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Deniz Bilimleri ve Teknolojisi Fakültesi  ,Su Ürünleri Mühendisliği (4 Yıllık),ÇANAKKALE,Dolmadı,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Mimarlık ve Tasarım Fakültesi  ,Şehir ve Bölge Planlama (4 Yıllık),ÇANAKKALE,Dolmadı,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarım Makineleri ve Teknolojileri Mühendisliği (4 Yıllık),ÇANAKKALE,Dolmadı,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarımsal Biyoteknoloji (4 Yıllık),ÇANAKKALE,Dolmadı,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarımsal Yapılar ve Sulama (4 Yıllık),ÇANAKKALE,Dolmadı,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarla Bitkileri (4 Yıllık),ÇANAKKALE,Dolmadı,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Ziraat Fakültesi  ,Toprak Bilimi ve Bitki Besleme (4 Yıllık),ÇANAKKALE,Dolmadı,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Ziraat Fakültesi  ,Zootekni (4 Yıllık),ÇANAKKALE,Dolmadı,SAY
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Fen Fakültesi  ,Biyoloji (4 Yıllık),ÇANKIRI,Dolmadı,SAY
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),ÇANKIRI,Dolmadı,SAY
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),ÇANKIRI,Dolmadı,SAY
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (4 Yıllık),ÇANKIRI,Dolmadı,SAY
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Fen Fakültesi  ,Matematik (4 Yıllık),ÇANKIRI,Dolmadı,SAY
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Fen Fakültesi  ,Matematik (İngilizce) (4 Yıllık),ÇANKIRI,Dolmadı,SAY
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Orman Fakültesi  ,Orman Mühendisliği (4 Yıllık),ÇANKIRI,Dolmadı,SAY
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Orman Fakültesi  ,Peyzaj Mimarlığı (4 Yıllık),ÇANKIRI,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (İngilizce) (KKTC Uyruklu) (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Eğitim Fakültesi  ,Bilgisayar ve Öğretim Teknolojileri Öğretmenliği (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Biyomedikal Mühendisliği (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Çevre Mühendisliği (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Fizik (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Ziraat Fakültesi  ,Gıda Mühendisliği (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Mimarlık Fakültesi  ,İç Mimarlık (KKTC Uyruklu) (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (İÖ) (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,İstatistik (KKTC Uyruklu) (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,İstatistik (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Jeoloji Mühendisliği (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Maden Mühendisliği (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (İngilizce) (KKTC Uyruklu) (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Ceyhan Mühendislik Fakültesi  ,Makine Mühendisliği (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Mimarlık Fakültesi  ,Peyzaj Mimarlığı (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Su Ürünleri Fakültesi  ,Su Ürünleri Mühendisliği (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarım Makineleri ve Teknolojileri Mühendisliği (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarla Bitkileri (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Tekstil Mühendisliği (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Tıp Fakültesi (KKTC Uyruklu)  ,Tıp (KKTC Uyruklu) (6 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Ziraat Fakültesi  ,Toprak Bilimi ve Bitki Besleme (4 Yıllık),ADANA,Dolmadı,SAY
ÇUKUROVA ÜNİVERSİTESİ Ziraat Fakültesi  ,Zootekni (4 Yıllık),ADANA,Dolmadı,SAY
DİCLE ÜNİVERSİTESİ Ziraat Fakültesi  ,Bahçe Bitkileri (4 Yıllık),DİYARBAKIR,Dolmadı,SAY
DİCLE ÜNİVERSİTESİ Fen Fakültesi  ,Biyoloji (4 Yıllık),DİYARBAKIR,Dolmadı,SAY
DİCLE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),DİYARBAKIR,Dolmadı,SAY
DİCLE ÜNİVERSİTESİ Fen Fakültesi  ,Fizik (4 Yıllık),DİYARBAKIR,Dolmadı,SAY
DİCLE ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),DİYARBAKIR,Dolmadı,SAY
DİCLE ÜNİVERSİTESİ Fen Fakültesi  ,Kimya (4 Yıllık),DİYARBAKIR,Dolmadı,SAY
DİCLE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (4 Yıllık),DİYARBAKIR,Dolmadı,SAY
DİCLE ÜNİVERSİTESİ Mimarlık Fakültesi  ,Mimarlık (4 Yıllık),DİYARBAKIR,Dolmadı,SAY
DİCLE ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarım Makineleri ve Teknolojileri Mühendisliği (4 Yıllık),DİYARBAKIR,Dolmadı,SAY
DİCLE ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarla Bitkileri (4 Yıllık),DİYARBAKIR,Dolmadı,SAY
DİCLE ÜNİVERSİTESİ Ziraat Fakültesi  ,Zootekni (4 Yıllık),DİYARBAKIR,Dolmadı,SAY
DOKUZ EYLÜL ÜNİVERSİTESİ Buca Eğitim Fakültesi  ,Bilgisayar ve Öğretim Teknolojileri Öğretmenliği (4 Yıllık),İZMİR,Dolmadı,SAY
DOKUZ EYLÜL ÜNİVERSİTESİ Mühendislik Fakültesi  ,Çevre Mühendisliği (4 Yıllık),İZMİR,Dolmadı,SAY
DOKUZ EYLÜL ÜNİVERSİTESİ Denizcilik Fakültesi  ,Gemi Makineleri İşletme Mühendisliği (İngilizce) (KKTC Uyruklu) (4 Yıllık),İZMİR,Dolmadı,SAY
DOKUZ EYLÜL ÜNİVERSİTESİ Mühendislik Fakültesi  ,Jeofizik Mühendisliği (4 Yıllık),İZMİR,Dolmadı,SAY
DOKUZ EYLÜL ÜNİVERSİTESİ Mühendislik Fakültesi  ,Jeoloji Mühendisliği (4 Yıllık),İZMİR,Dolmadı,SAY
DOKUZ EYLÜL ÜNİVERSİTESİ Mühendislik Fakültesi  ,Maden Mühendisliği (4 Yıllık),İZMİR,Dolmadı,SAY
DÜZCE ÜNİVERSİTESİ Orman Fakültesi  ,Ağaç İşleri Endüstri Mühendisliği (4 Yıllık),DÜZCE,Dolmadı,SAY
DÜZCE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (KKTC Uyruklu) (4 Yıllık),DÜZCE,Dolmadı,SAY
DÜZCE ÜNİVERSİTESİ Ziraat Fakültesi  ,Bitki Koruma (4 Yıllık),DÜZCE,Dolmadı,SAY
DÜZCE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),DÜZCE,Dolmadı,SAY
DÜZCE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Biyomedikal Mühendisliği (4 Yıllık),DÜZCE,Dolmadı,SAY
DÜZCE ÜNİVERSİTESİ Ziraat Fakültesi  ,Biyosistem Mühendisliği (4 Yıllık),DÜZCE,Dolmadı,SAY
DÜZCE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (İÖ) (4 Yıllık),DÜZCE,Dolmadı,SAY
DÜZCE ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),DÜZCE,Dolmadı,SAY
DÜZCE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (İÖ) (4 Yıllık),DÜZCE,Dolmadı,SAY
DÜZCE ÜNİVERSİTESİ Orman Fakültesi  ,Orman Endüstrisi Mühendisliği (4 Yıllık),DÜZCE,Dolmadı,SAY
DÜZCE ÜNİVERSİTESİ Orman Fakültesi  ,Peyzaj Mimarlığı (4 Yıllık),DÜZCE,Dolmadı,SAY
DÜZCE ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarımsal Biyoteknoloji (4 Yıllık),DÜZCE,Dolmadı,SAY
DÜZCE ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarla Bitkileri (4 Yıllık),DÜZCE,Dolmadı,SAY
EGE ÜNİVERSİTESİ Eğitim Fakültesi  ,Bilgisayar ve Öğretim Teknolojileri Öğretmenliği (4 Yıllık),İZMİR,Dolmadı,SAY
EGE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Deri Mühendisliği (4 Yıllık),İZMİR,Dolmadı,SAY
EGE ÜNİVERSİTESİ Su Ürünleri Fakültesi  ,Su Ürünleri Mühendisliği (4 Yıllık),İZMİR,Dolmadı,SAY
EGE ÜNİVERSİTESİ Ziraat Fakültesi  ,Süt Teknolojisi (4 Yıllık),İZMİR,Dolmadı,SAY
EGE ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarımsal Yapılar ve Sulama (4 Yıllık),İZMİR,Dolmadı,SAY
EGE ÜNİVERSİTESİ Ziraat Fakültesi  ,Zootekni (4 Yıllık),İZMİR,Dolmadı,SAY
EGE ÜNİVERSİTESİ Ziraat Fakültesi  ,Zootekni (KKTC Uyruklu) (4 Yıllık),İZMİR,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Fen Fakültesi  ,Astronomi ve Uzay Bilimleri (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Seyrani Ziraat Fakültesi  ,Bahçe Bitkileri (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Fen Fakültesi  ,Biyoloji (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Mühendislik Fakültesi  ,Biyomedikal Mühendisliği (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Seyrani Ziraat Fakültesi  ,Biyosistem Mühendisliği (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Mühendislik Fakültesi  ,Çevre Mühendisliği (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Mühendislik Fakültesi  ,Endüstriyel Tasarım Mühendisliği (KKTC Uyruklu) (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Mühendislik Fakültesi  ,Endüstriyel Tasarım Mühendisliği (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Mühendislik Fakültesi  ,Enerji Sistemleri Mühendisliği (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Fen Fakültesi  ,Fizik (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Mühendislik Fakültesi  ,Gıda Mühendisliği (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Mühendislik Fakültesi  ,Harita Mühendisliği (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (İÖ) (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Mühendislik Fakültesi  ,Mekatronik Mühendisliği (İÖ) (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Mimarlık Fakültesi  ,Şehir ve Bölge Planlama (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Seyrani Ziraat Fakültesi  ,Tarımsal Biyoteknoloji (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Seyrani Ziraat Fakültesi  ,Tarla Bitkileri (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Mühendislik Fakültesi  ,Tekstil Mühendisliği (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Seyrani Ziraat Fakültesi  ,Toprak Bilimi ve Bitki Besleme (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Havacılık ve Uzay Bilimleri Fakültesi  ,Uçak Mühendisliği (KKTC Uyruklu) (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERCİYES ÜNİVERSİTESİ Seyrani Ziraat Fakültesi  ,Zootekni (4 Yıllık),KAYSERİ,Dolmadı,SAY
ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),ERZİNCAN,Dolmadı,SAY
ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),ERZİNCAN,Dolmadı,SAY
ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),ERZİNCAN,Dolmadı,SAY
ERZURUM TEKNİK ÜNİVERSİTESİ Mühendislik ve Mimarlık Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),ERZURUM,Dolmadı,SAY
ERZURUM TEKNİK ÜNİVERSİTESİ Mühendislik ve Mimarlık Fakültesi  ,Endüstri Mühendisliği (4 Yıllık),ERZURUM,Dolmadı,SAY
ERZURUM TEKNİK ÜNİVERSİTESİ Mühendislik ve Mimarlık Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),ERZURUM,Dolmadı,SAY
ERZURUM TEKNİK ÜNİVERSİTESİ Mühendislik ve Mimarlık Fakültesi  ,Makine Mühendisliği (4 Yıllık),ERZURUM,Dolmadı,SAY
ERZURUM TEKNİK ÜNİVERSİTESİ Fen Fakültesi  ,Matematik (4 Yıllık),ERZURUM,Dolmadı,SAY
ERZURUM TEKNİK ÜNİVERSİTESİ Fen Fakültesi  ,Moleküler Biyoloji ve Genetik (4 Yıllık),ERZURUM,Dolmadı,SAY
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ Mühendislik-Mimarlık Fakültesi  ,Endüstri Mühendisliği (KKTC Uyruklu) (4 Yıllık),ESKİŞEHİR,Dolmadı,SAY
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ Mühendislik-Mimarlık Fakültesi  ,Maden Mühendisliği (4 Yıllık),ESKİŞEHİR,Dolmadı,SAY
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarımsal Biyoteknoloji (4 Yıllık),ESKİŞEHİR,Dolmadı,SAY
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarla Bitkileri (4 Yıllık),ESKİŞEHİR,Dolmadı,SAY
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ Ziraat Fakültesi  ,Zootekni (4 Yıllık),ESKİŞEHİR,Dolmadı,SAY
ESKİŞEHİR TEKNİK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (İngilizce) (KKTC Uyruklu) (4 Yıllık),ESKİŞEHİR,Dolmadı,SAY
ESKİŞEHİR TEKNİK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Çevre Mühendisliği (4 Yıllık),ESKİŞEHİR,Dolmadı,SAY
ESKİŞEHİR TEKNİK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Çevre Mühendisliği (KKTC Uyruklu) (4 Yıllık),ESKİŞEHİR,Dolmadı,SAY
ESKİŞEHİR TEKNİK ÜNİVERSİTESİ Havacılık ve Uzay Bilimleri Fakültesi  ,Pilotaj (Fakülte) (KKTC Uyruklu) (4 Yıllık),ESKİŞEHİR,Dolmadı,SAY
ESKİŞEHİR TEKNİK ÜNİVERSİTESİ Havacılık ve Uzay Bilimleri Fakültesi  ,Uçak Gövde ve Motor Bakımı (Fakülte) (KKTC Uyruklu) (4 Yıllık),ESKİŞEHİR,Dolmadı,SAY
FIRAT ÜNİVERSİTESİ Teknoloji Fakültesi  ,Adli Bilişim Mühendisliği (KKTC Uyruklu) (4 Yıllık),ELAZIĞ,Dolmadı,SAY
FIRAT ÜNİVERSİTESİ Teknoloji Fakültesi  ,Adli Bilişim Mühendisliği (İÖ) (4 Yıllık),ELAZIĞ,Dolmadı,SAY
FIRAT ÜNİVERSİTESİ Teknoloji Fakültesi  ,Adli Bilişim Mühendisliği (M.T.O.K.) (M.T.O.K.) (4 Yıllık),ELAZIĞ,Dolmadı,SAY
FIRAT ÜNİVERSİTESİ Fen Fakültesi  ,Biyoloji (4 Yıllık),ELAZIĞ,Dolmadı,SAY
FIRAT ÜNİVERSİTESİ Mühendislik Fakültesi  ,Biyomühendislik (4 Yıllık),ELAZIĞ,Dolmadı,SAY
FIRAT ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (İÖ) (4 Yıllık),ELAZIĞ,Dolmadı,SAY
FIRAT ÜNİVERSİTESİ Teknoloji Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),ELAZIĞ,Dolmadı,SAY
FIRAT ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),ELAZIĞ,Dolmadı,SAY
FIRAT ÜNİVERSİTESİ Mühendislik Fakültesi  ,Jeoloji Mühendisliği (4 Yıllık),ELAZIĞ,Dolmadı,SAY
FIRAT ÜNİVERSİTESİ Fen Fakültesi  ,Kimya (4 Yıllık),ELAZIĞ,Dolmadı,SAY
FIRAT ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (4 Yıllık),ELAZIĞ,Dolmadı,SAY
FIRAT ÜNİVERSİTESİ Mühendislik Fakültesi  ,Mekatronik Mühendisliği (4 Yıllık),ELAZIĞ,Dolmadı,SAY
FIRAT ÜNİVERSİTESİ Mimarlık Fakültesi  ,Mimarlık (4 Yıllık),ELAZIĞ,Dolmadı,SAY
FIRAT ÜNİVERSİTESİ Fen Fakültesi  ,Moleküler Biyoloji ve Genetik (4 Yıllık),ELAZIĞ,Dolmadı,SAY
FIRAT ÜNİVERSİTESİ Su Ürünleri Fakültesi  ,Su Ürünleri Mühendisliği (4 Yıllık),ELAZIĞ,Dolmadı,SAY
GAZİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Endüstri Mühendisliği (İngilizce) (KKTC Uyruklu) (4 Yıllık),ANKARA,Dolmadı,SAY
GAZİ ÜNİVERSİTESİ Teknoloji Fakültesi  ,Enerji Sistemleri Mühendisliği (KKTC Uyruklu) (4 Yıllık),ANKARA,Dolmadı,SAY
GAZİ ÜNİVERSİTESİ Teknoloji Fakültesi  ,İnşaat Mühendisliği (KKTC Uyruklu) (4 Yıllık),ANKARA,Dolmadı,SAY
GAZİ ÜNİVERSİTESİ Mimarlık Fakültesi  ,Şehir ve Bölge Planlama (KKTC Uyruklu) (4 Yıllık),ANKARA,Dolmadı,SAY
GAZİ ÜNİVERSİTESİ Tıp Fakültesi (KKTC Uyruklu)  ,Tıp (KKTC Uyruklu) (6 Yıllık),ANKARA,Dolmadı,SAY
GAZİANTEP İSLAM BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),GAZİANTEP,Dolmadı,SAY
GAZİANTEP İSLAM BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Endüstri Mühendisliği (4 Yıllık),GAZİANTEP,Dolmadı,SAY
GAZİANTEP ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),GAZİANTEP,Dolmadı,SAY
GAZİANTEP ÜNİVERSİTESİ Mühendislik Fakültesi  ,Fizik Mühendisliği (İngilizce) (4 Yıllık),GAZİANTEP,Dolmadı,SAY
GAZİANTEP ÜNİVERSİTESİ Mühendislik Fakültesi  ,Gıda Mühendisliği (İngilizce) (4 Yıllık),GAZİANTEP,Dolmadı,SAY
GAZİANTEP ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (İngilizce) (4 Yıllık),GAZİANTEP,Dolmadı,SAY
